ID,Embedding,Document,Metadata
331,"[ 0.34876335  0.25532854  0.04393579 ... -0.51645362  0.36795643
 -0.11681474]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 129]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   125 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Importation of live dogs. The Animal Welfare Act 
(AWA ; P.L. 89 -544; 7 U.S.C. § §2131 et seq.) establishes 
requirements for the importation of live dogs. 
(7 U.S.C. §2148)  
No comparable provision in APHA (7 U.S.C. §8301 et 
seq.) Amen ds APHA by prohibiting the import of dogs into 
the United States without prior electronic 
documentation proving the dog is healthy, vaccinated, 
treated for parasites, permanently identified, and, if 
intended for transfer, at least six months old with an 
import permit. Provides exceptions for dogs imported 
as personal pets, military working dogs, research 
subjects, dogs intended for veterinary treatment (with 
conditions), and certain dogs under six months old 
imported into Hawaii. Requires USDA to establish 
regulations within 18 months of enactment to manage 
documentation, verification, and the denial of 
noncompliant dogs. Implements enforcement measures, 
including penalties for noncompliance and provisions 
for the care, forfeiture, and return of noncompliant  
dogs at the expense of the importer or transporter. 
Existing regulations on importation of live dogs in the 
AWA apply in the transition period until new 
regulations are finalized. Afterward, AWA §2148 on 
live dog imports is repealed. The section includes 
definitions of terms such as compensation , importer , 
import transporter , and transfer . (§12005)  
Sheep Production and Marketing Grant 
Program. Establishes a competitive grant program 
through USDA’s Agricultural Marketing Service to 
improve the production a nd marketing of sheep and 
sheep products in the United States. Provides $2 
million of mandatory Commodity Credit Corporation",
332,"[-0.15904868  0.32297251 -0.15108281 ... -0.04975635  0.47581977
  0.18125643]","through USDA’s Agricultural Marketing Service to 
improve the production a nd marketing of sheep and 
sheep products in the United States. Provides $2 
million of mandatory Commodity Credit Corporation 
(CCC) funds for FY2019 and $400,000 for FY2024, to 
remain available until expended. (7 U.S.C. §1627a(c);  
P.L. 118 -22) Authorizes $3 million in mandatory CCC funding for 
FY2025, to remain available until expended. (§12006)  
No comparable provision.  Ensuring the free movement of li vestock -
derived products in interstate commerce. 
Prohibits states from enacting or enforcing a 
production standard, as a condition for sale or 
consumption, on products derived from livestock not 
physically raised in such state. Does not cover egg -
laying po ultry. “Production standard” does not include 
the movement, harvesting, or further processing of 
livestock. (§12007)  
No comparable provision.  Report on support for livestock and poultry 
producers during a foreign animal disease 
outbreak. Requires USDA, wi thin six months of 
enactment, to provide Congress a report on USDA’s 
ability to protect producers from significant economic 
losses in the event of a foreign animal disease event and 
make recommendations to improve its programming 
and capacity to deliver su ch assistance. ( §12008)",
333,"[ 0.22090855  0.05265951  0.18123792 ... -0.20525365  0.23712969
 -0.8402465 ]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 130]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   126 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Subtitle A – Livestock and Other Animals, Part 2  – Meat and Poultry Processing and Inspection  
The Packers and Stockyards Act (P&S Act)  regulates 
marketing and competition in the livestock industry. 
P&S Act regulations prohibit l ivestock marketing 
agencies from having ownership and management 
interest s in packing facilities. (7 U.S.C. §§181 et seq. ; 
9 C.F.R. §201.67)  Amplifying Processing of Livestock in the United 
States (A -PLUS). Requires USDA to promulgate 
regulations allowing  a livestock marketing agency to 
own or manage a slaughterhouse, wholesaler, or meat 
processing facility, so long as such facility has a 
cumul ative daily slaughter capacity of fewer than 2,000 
cattle or sheep or 10,000 hogs or a cumulative annual 
slaughter capacity of fewer than 700,000 cattle or 
sheep or 3 million hogs. Requires livestock marketing 
agencies to disclose business interests in a p acker to 
livestock sellers. (§12111)  
Hazard analysis and critical control point (HACCP) 
guidance and resources for small and very small poultry 
and meat establishments. The Federal Meat Inspection 
Act (FMIA ; P.L. 90 -201) and Poultry Products 
Inspection Act (PPIA ; P.L. 85 -172) require that all meat 
and poultry sold commercially be inspected and passed 
to ensure that it is safe, wholesome, and properly 
labeled. Each meat and poultry facility must have an 
HACCP plan to identify potential food safety risks. (21 
U.S.C. §§601 et seq .; 21 U.S.C. § §451I et seq. ; 9 C.F.R. 
Part 417)  Requires USDA to make publicly available scientific",
334,"[-0.45343184 -0.30594963  0.07847689 ... -0.34842581  0.14456342
 -0.23766464]","U.S.C. §§601 et seq .; 21 U.S.C. § §451I et seq. ; 9 C.F.R. 
Part 417)  Requires USDA to make publicly available scientific 
studies, guidelines, and model plans related to the 
development of an HACCP plan for small and very 
small poultry and meat establishments. Requires USDA, 
within two years, to publish a guidance document on 
requirements that need to be met in developing an 
HACCP plan. (§12112)  
Cooperative Interstate Shipping program. Allows 
approved state-inspected processing facilities to 
operate as federally inspected facilities, under certain 
conditions. (21 U.S.C. §683; 21 U.S.C. § 472) Requires USDA to conduct outreach to states with 
inspection programs and without participating 
establishments in each o f FY2025 -FY2029. Requires an 
annual report to Congress detailing outreach activities 
and results. (§12113 ) 
FMIA  and PPIA exempt livestock slaughter inspection 
for meat products intended for personal consumption. 
(21 U.S.C. §623 ; 21 U.S.C. §464)  Pilot program to support custom  slaughter 
establishments. Establishes a pilot program run by 
state departments of agriculture —or USDA if states 
choose not to establish a program —that allows custom 
exempt slaughter facilities, or owners of livestock 
harvested at such facilities, to sell meat or poultry 
products directly to in -state consumers. Requires 
states to send an annual report to USDA on the 
number of participating facilities and any instance of 
adulterated meat or poultry products. Re quires USDA, 
within 90 days of enactment , to issue guidance and 
within two years, to submit a report to Congress 
detailing participation rates, outcomes, and information 
provided by the states. Sunsets the pilot program on 
September 30, 2029. (§1211 4) 
Subtitle B – Department of Agriculture Reorganization Act of 1994  
The Office of Homeland Security (OHS) . The 
2018 farm bill created OHS to lead USDA efforts  to",
335,"[-0.57100326 -0.01825679 -0.04457048 ... -0.2504051  -0.46593416
  0.2715424 ]","Subtitle B – Department of Agriculture Reorganization Act of 1994  
The Office of Homeland Security (OHS) . The 
2018 farm bill created OHS to lead USDA efforts  to 
prevent, protect against, mitigate the effects of, 
respond to, or recover from naturally occurring , 
unintentional, or intentional threat s to the agriculture 
and food system.  (7 U.S.C. §6922)  Amends OHS duties to include annual cross -sector 
crisis simulation exercises. Allows USDA to detail 
employees to and accept detailed employees from the 
intelligenc e community. Requires OHS to conduct risk 
assessments on vulnerabilities of critical food and 
agriculture infrastructure. Requires USDA to provide 
briefings and reports to Congress no later than 180 
days after the completion of risk assessments.  
(§12201)",
336,"[-0.09802859 -0.27666977 -0.14661564 ...  0.18558466 -0.03013086
  0.03171589]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 131]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   127 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Farm Service Agency (FSA).  Assigns FSA 
jurisdiction to carry out the Conservation Reserve 
Program (CRP) and to administer it in concurrence 
with the Natural Resources Conservation Service 
(NRCS). (7 U.S.C. §6932(b)(4) -(c)) Removes CRP from FSA’s assigned jurisdiction and 
requires any other conservation programs remaining in 
FSA’s jurisdiction to be administered in concurrence 
with NRCS. (§12202)  
Office of Partnerships and Public Engagements . 
Provides  education, tools, and resources available in 
USDA programs and initiatives focus ing on rural and 
underserved communities.  Authorizes appropriations 
of $2 million annually through FY2024. (7 U.S.C. 
§6934 ; P.L. 118 -22) Reauthorizes appropriations at current levels through 
FY2029. (§12203)  
Natural Resources Conservation Service 
(NRCS). Assigns NRCS jurisdiction to carry out 
conservation programs, except CRP. (7 U.S.C. 
§6936(b)(5))  Removes the prohibition on NRCS from h aving 
jurisdiction over CRP. (§12204(1))  
Prohibits USDA from closing any NRCS field office or 
relocating field -based employees without congressional 
notification through FY2024. (7 U.S.C. §6936(g)(2); 
P.L. 118 -22) Reauthorizes the congressional notice requirement 
through FY2029. (§12204(2))  
National Appeals Division . Conducts impartial 
administrative appeals hearings of adverse program 
decisions by  FSA, the Risk Management Agency,  NRCS , 
the Rural Housing Agency, the Rural Business",
337,"[-0.56770462 -0.50977498 -0.42956603 ... -0.56634933 -0.26658589
 -0.10008333]","National Appeals Division . Conducts impartial 
administrative appeals hearings of adverse program 
decisions by  FSA, the Risk Management Agency,  NRCS , 
the Rural Housing Agency, the Rural Business 
Cooperative Service, and the Rural Utilities Service.  
The burden of proof provision requires appellants to 
prove that an agency’s adverse decision is erroneous.  
(7 U.S.C. §6997(c)(4))  Amends the burden of proof provision to require the 
agency to prove with substantial evidence that an 
adverse decision is valid. (§12205)  
Termination of Authority.  Ends USDA  authority to 
reorganize USDA two years after the enactment of the 
Department of Agriculture Reorganization Act of 1994  
(P.L. 103 -354). Lists functions that are not affecte d by 
the two -year termination date.  (7 U.S.C. §7014(b))  Provides USDA authority to carry out the amendments 
of the Farm, Food, and National Security Act of 2024.  
(§12206)  
Office of Tribal Relations. Establishes the USDA 
Office of Tribal Relations and auth orizes it to advise 
USDA on policies related to Indian tribes and to carry 
out other functions as determined by USDA. (7 U.S.C. 
§6921)  Expands the duties of the office to include overseeing 
the self -determination contracts between USDA and 
tribal organizat ions and self -governance compacts 
between USDA and Indian tribes. (§12207)  
No comparable provision.  Office of the Ombudsman. Requires USDA to 
create an independent Office of the Ombudsman  led by 
a senior official with a background in civil rights 
enforcem ent. The office is to assist producers and 
USDA customers on civil rights matters, equitable 
access, and implementation of USDA programs. 
Requires USDA to establish procedures granting the 
office access to all information needed to fulfill its 
functions. N o more than one year after enactment, 
requires the office to provide an annual report on 
activities, findings, and recommendations to Congress. 
Authorizes appropriations of $1 million annually",
338,"[-0.67788452 -0.18794322  0.16908765 ... -0.1613827  -0.40793106
  0.23693335]","functions. N o more than one year after enactment, 
requires the office to provide an annual report on 
activities, findings, and recommendations to Congress. 
Authorizes appropriations of $1 million annually 
through FY2029. (§12208)",
339,"[-0.36852372  0.17877904  0.20542167 ... -0.12518436 -0.07357381
 -0.06838846]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 132]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   128 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Subtitle C – National Security  
Agricultural foreign investment disclosure.  The 
Agricultural Foreign Investment Disclosure Act of 1978 
(AFIDA; P.L. 95 -460) requires disclosure by “any 
foreign person who acquires or transfers any interest, 
other than a security interest, in agricultural land” to 
USDA within 90 days af ter the date of such acquisition 
or transfer. Requires USDA to track this information 
and report data annually. Allows USDA to impose civil 
penalties for nondisclosure not to exceed 25% of the 
fair market value of the land. The FY2023 Consolidated 
Appropri ations Act ( P.L. 117 -328) further requires 
USDA to report on the impact of foreign investments 
in U.S. agricultural lands and requires USDA to 
establish a streamlined proce ss for electronic 
submission and retention of disclosures submitted 
under AFIDA, among other activities. (7 U.S.C. 
§§3501 -3508)  Requires USDA to enter into one or more memoranda 
of understanding with the Committee on Foreign 
Investment in the United States  (CFIUS) and provide 
CFIUS with information related to foreign ownership of 
U.S. agricultural land submitted to USDA under AFIDA. 
Requires USDA to regularly update its Foreign 
Investment Disclosure  handbook to reflect AFIDA 
implementation and incorporate u pdates related to the 
Government Accountability Office’s (GAO’s) January 
2024 AFIDA recommendations. Modifies civil penalties 
under AFIDA (depending on the type of violation) and 
requires public disclosure of USDA enforcement 
actions. Requires USDA to cond uct nationwide 
outreach. (§12301)  
 
USDA reporting and data digitization requirements 
have been part of annual Consolidated Appropriations",
340,"[-0.19312935 -0.11109032  0.02392175 ...  0.12993978 -0.56218189
  0.49470592]","actions. Requires USDA to cond uct nationwide 
outreach. (§12301)  
 
USDA reporting and data digitization requirements 
have been part of annual Consolidated Appropriations 
Acts since FY2022.  (P.L. 118 -22, §742)  Report on agricultural land by countries 
designated as state sponsors of terrorism.  
Requires USDA to annually report to Congress U.S. 
agricultural land purchasing activities by countries 
designated as state sponsors of terrorism, including an 
analysi s of possible threats to U.S. food security, safety, 
biosecurity, or environmental protection. (§12302)  
Investigative actions. Authorizes USDA to take 
necessary action to monitor compliance with foreign 
ownership of land. (7 U.S.C. §3503)  Requires USDA appoint a chief of operations to hire, 
appoint, and maintain additional employees to monitor 
compliance, conduct investigations, and conduct an 
annual audit of available data, among other tasks. 
Investigative actions (in coordination with the  
Department of Justice, the Federal Bureau of 
Investigation, the Department of Homeland Security, 
the Department of the Treasury, the National Security 
Council, and state and local law enforcement agencies) 
are to focus on “malign efforts”  to “steal agricu ltural 
knowledge and technology” or to “disrupt the United 
States agricultural base,” as well as conducting an 
annual audit of available data. Defines a foreign entity of 
concern  as defined by 15 U.S.C. §4651. (§12303)  
USDA reporting and data digitization  requirements 
have been part of recent annual Consolidated 
Appropriations Acts  since FY2022 (P.L. 118 -42, 
§742)  Digitization and consolidation of foreign land 
ownership data  collection and publication.  
Requires USDA, not later than three years after 
enactment, to establish a streamlined process for 
electronic submission and retention of disclosures in a 
database to  include each registration or updated",
341,"[ 0.12331063  0.0907636   0.04400483 ... -0.23518425  0.37374961
  0.24997354]","Requires USDA, not later than three years after 
enactment, to establish a streamlined process for 
electronic submission and retention of disclosures in a 
database to  include each registration or updated 
registration of agricult ural land owned or leased by a 
foreign person. Provides $10 million in mandatory 
CCC funding, to remain available until expended. 
Repeals data reporting requirements established in 
2023 ( P.L. 117 -328, §773). (§12304)",
342,"[-0.10458562  0.59455448 -0.0311277  ... -0.12421983  0.81416422
 -0.20439053]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 133]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   129 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Subtitle D – Other Miscellaneous Provisions  
Thrifty Food Plan (TFP) . Maximum monthly  
Supplemental Nutrition Assistance Program  (SNAP ) 
benefit allotments are tied to the cost of purchasing a 
nutritionally adequate low -cost diet, as measured by 
the USDA -created and -calculated TFP. This is a market 
basket of foods used as a basis for the cost of food and 
diet adequacy —the limited foods in  the theoretical 
basket are not limits on what SNAP benefits may 
purchase. The reference family of four people 
consisting of adults and children of certain ages is used ; 
from that reference , USDA is required to “make 
household -size adjustments (based on th e unrounded 
cost of such diets) using economies of scale.” Specific 
methodology is not in statute.  Requires USDA to follow specific ratios of the TFP 
reference family amount to determine maximum 
benefit amounts for all household sizes.  
The TFP cost is adjusted for food price inflation 
annually, each October, to reflect the cost of the TFP 
in the immediately previous June. The index of inflation 
is not specified in statute; USDA uses the Consumer 
Price Index for the categories of food included in the 
basket. Maximum allotments are standard across the 48 
contiguous states and the District of Columbia, but 
separate calculations are required for Alaska ( one 
urban version, two rural versions), Hawaii, Guam, and 
the Virgin Islands.  Requires USDA “to reflect ch anges in the Consumer 
Price Index for All Urban Consumers” in its annual 
inflationary adjustments. Amends TFP inflation for 
Hawaii to include separate urban and rural versions.  
 
The 2018 farm bill ( P.L. 115 -334) required  USDA to",
343,"[-0.24767196  0.66893512 -0.3389968  ... -0.5466277   0.32124987
 -0.31303561]","inflationary adjustments. Amends TFP inflation for 
Hawaii to include separate urban and rural versions.  
 
The 2018 farm bill ( P.L. 115 -334) required  USDA to 
reevaluate the contents of the TFP by 2022 and at five-
year intervals thereafter . USDA’s 2021 reevaluation for 
the contiguous states and  the District of Columbia  
(unlike reevaluations in 2006 and ea rlier) did not hold 
the cost of the new basket neutral , and benefits 
increased approximately $12 -$16 per person per 
month. An update to Hawaii’s T FP in 2023, using 
Honolulu data, resulted in a TFP lower than the plan in 
place in the contiguous states. (7 U.S.C. §2012(u); 
7 U.S.C. §2017(a); USDA,  Thrifty Food Plan, 
2021 , August 2021; USDA, Thrifty Food Plan Cost 
Estimates for Alaska and Hawaii , July 2023. ) Not earlier than October 1, 2027, and at intervals not 
more frequent than five years, gives USDA discretion 
to reevaluate the market baskets of the TFP. Prior to 
any update based on such a reevaluation, requires the 
methodology and results to be published in the  Federal 
Register  with a comment period of at least 60 days. 
Requires USDA to “not increase  the cost of the thrifty 
food plan based on [this] reevaluation or update.” 
(§12401)",
344,"[-0.18060169 -0.03822256  0.30751947 ... -0.15283848  0.10755356
 -0.38866311]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 134]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   130 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Establishment of Dietary Guidelines. Requires 
USDA and the Department of Health and Human 
Services (HHS) to publish a Dietary Guidelines for 
Americans  (DGA) report at lea st every five years, which 
must include information and guidelines based on the 
preponderance of current scientific and medical 
knowledge. Since 1985, the DGA report has been 
informed by a report published by an external federal 
advisory committee; this is  not required in current 
statute. (7. U.S.C. §534 1) Revises the timeline for the DGA publication to “as 
necessary,” based on updated Dietary Reference Intake 
(DRI) values but not less than every 10 years.  
Expands the required scope and rigor of scientific 
evidence  included in the DGA report. Requires the 
report to include information for individuals with 
nutrition -related chronic disease and recommendations 
that are affordable, available, and accessible to the 
general populatio n, among other requirements.  
Requires USDA and HHS to establish an independent 
advisory board of experts in nutrition and food science 
tasked with raising high -priority questions to inform 
DGA development. Establishes membership and 
congressional notificat ion requirements.  
Requires USDA and HHS to coordinate with the Joint 
U.S.-Canada Dietary Reference Intake Working Group 
to ensure updated DRI values reflect current 
understanding of nutritional science. Specifies that a 
DRI update should occur at least onc e per year.  
Prohibits USDA and HHS from including topics deemed 
not relevant to dietary guidance (e.g., taxation, social 
welfare policies, and other specifications).  
Authorizes mandatory CCC funding of $5 million 
annually through FY2029, to remain availab le until 
expended.",
345,"[ 0.03582175  0.0640211   0.63021392 ...  0.06887812  0.16971035
 -0.08965699]","welfare policies, and other specifications).  
Authorizes mandatory CCC funding of $5 million 
annually through FY2029, to remain availab le until 
expended.  
Establishes the 2020 DGA as current and controlling 
until publication of the next DGA report. (§12402)  
Fluid milk. Schools participating in the National 
School Lunch Program (NSLP) must offer students a 
variety of fluid milk consistent with the most recent 
DGA , which may include flavored , unflavored , and 
lactose -free milk. USDA regulations allow flavored and 
unflavored reduced -fat (1%) and fat -free milk.  Requires  
milk and other foods purchased for the NSLP to be of 
domestic origin to the  maximum extent practicable. 
(42 U.S.C. §1758(a)(2)(A) ; 42 U.S.C. §1760(n) ) Enables schools to serve whole milk and additional 
reduced -fat varieties of milk, removing the requirement 
that milk served in the NSLP be consistent with the 
DGA  and exempting mil k from saturated fat limits in 
the program. Specifies that organic and nonorganic milk 
varieties are allowed. Prohibits NSLP milk purchases 
from “China state -owned enterprises .” (§12403)  
Commis sion on Farm Transitions —Needs for 
2050.  The 2018 farm bill re quired the establishment of 
the Commission on Farm Transitions —Needs for 2050  
to conduct a study on issues affecting the transition of 
agricultural operations from established farmers and 
ranchers to the next generation of farmers and 
ranchers.  The commiss ion was not established. (P.L. 
115-334; §12609 ) Requires USDA to establish a commission within 60 
days of enactment to study the generational transition 
of farms and ranches and to make recommendations on 
the issues. Adds issues including access to business 
training and technical assistance programs, the impact 
of state taxes, heirs’ property and succession, unique 
barriers for historically underserved women farmers",
346,"[ 0.14820731 -0.03527175 -0.02826618 ... -0.60718352 -0.19336176
 -0.29505679]","the issues. Adds issues including access to business 
training and technical assistance programs, the impact 
of state taxes, heirs’ property and succession, unique 
barriers for historically underserved women farmers 
and ranchers, and leasing trends, including ownership 
by foreign entities. Terminates the commission on 
September 30, 2029.  (§12404)  
Report on personnel.  The 2018 farm bill requires 
USDA to provide Congress biannual reports describing 
the number of staff ye ars and employees at each USDA 
agency in FY2019 -FY2024. (P.L. 115 -334, §12506;  
P.L. 118 -22)  Extends the  reporting requirement through FY2029.  
(§12405)",
347,"[ 0.28932786  0.38306218 -0.0286078  ... -0.29391351  0.34151876
  0.04783826]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 135]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   131 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
U.S. Drought Monitor.  The U.S. Drought Monitor is 
a collaboration between USDA, the National Oceanic 
and Atmospheric Administration (NOAA), and the 
National Drought Mitigation Center at the Un iversity 
of Nebraska -Lincoln. Maps and data are released 
weekly. The drought monitor is used to determine 
drought relief for certain USDA programs. Authorizes 
appropriations of $5 million per year through FY2024. 
(7 U.S.C. § 5856;  P.L. 118 -22) Reauthorizes appropriations at current levels through 
FY2029. (§12406)  
Pima Agriculture Cotton Trust Fund. Provides 
payments to nationally recognized associations that 
promote pima cotton use in textile and apparel goods, 
certain pima cotton yarn spinners, and certain apparel 
manufacturers that use imported cotton fabric. 
Provides mandatory CCC funding of $16 m illion 
annually through calendar year (CY) 2024, to remain 
available until expended. (7 U.S.C. §2101 note;  P.L. 
118-22) 
Agriculture Wool Apparel Manufacturers Trust 
Fund. Provides payments to certain manufacturers of 
wool products and apparel. Provides mandatory CCC 
funding annually the lesser of $30 million or the amount 
necessary to make payments that year through 
CY2024, to remain available until expended. (7 U.S.C.  
§7101 note;  P.L. 118 -22) 
Wool Research and Promotion. Provides grants to 
a nationally recognized council for the development of 
the U.S. wool market and to assist U.S. wool produc ers 
as described in the Wool Research, Development, and 
Promotion Trust Fund. Provides mandatory CCC",
348,"[ 0.28995603  0.48662397 -0.20116389 ...  0.05592201  0.48135501
  0.27033642]","the U.S. wool market and to assist U.S. wool produc ers 
as described in the Wool Research, Development, and 
Promotion Trust Fund. Provides mandatory CCC 
funding of $2.25 million annually through CY2024, to 
remain available until expended. (7 U.S.C.  §7101 
note; P.L. 118 -22)  Agricultural Fiber Products Trust Fund. 
Combines the Pima Agricultural Cotton Trust Fund, 
the Agriculture Wool Apparel Manufacturers Trust 
Fund, and the Wool Research and Promotion Trust 
Fund as the Agricul tural Fiber Products Trust Fund. 
Provides mandatory CCC funding of $50 million 
annually for CY2025 -CY2029, to remain available until 
expended. In CY2025 -CY2029, the trust fund is to 
annually distribute not less than $30 million to the wool 
apparel manufact urers program, not less than $17.75 
million annually to the pima agricultural cotton 
program, and not less than $2.25 million to provide 
grants to a nationally recognized council for the 
development of the U.S. wool market and to assist U.S. 
wool producers  as described in the Wool Research, 
Development, and Promotion Trust Fund. (§12407)  
Data collection and reporting on land access and 
ownership.  The 2018 farm bill requires USDA to 
submit to Congress and make publicly available data 
and analysis on farmlan d ownership, tenure, transition, 
and entry of beginning and socially disadvantaged 
farmers and ranchers. Authorizes appropriations of $3 
million annually through FY2024, to remain available 
until expended. (7 U.S.C. §2204i; P.L. 118 -22) Adds reporting requirements to catalog existing 
federal, state, or private programs that facilitate access 
to land, capital, and markets across a range of 
assistance categories and to conduct additional surveys, 
assessments, and consultations. Reauthorizes  
appropriations at current levels through FY2029. 
(§12408)",
349,"[-0.32396615  0.07091885 -0.05742951 ... -0.23929736  0.19781077
  0.20008329]","assistance categories and to conduct additional surveys, 
assessments, and consultations. Reauthorizes  
appropriations at current levels through FY2029. 
(§12408)  
Lacey Act . The Lacey Act  (P.L. 97 -79), as amended, 
authorizes USDA and the U.S. Fish and Wildlife Service  
(FWS) to  prohibit the importation, exportation, 
transportation, sale, receipt, acquisition, or purchase of 
any fish or wildlife or plant taken, possessed, 
transported, or sold in violation of any law, treaty, or 
regulation of the United States or any Indian tribal  law 
or foreign law. (16 U.S.C. §§3371 -3378)  Increasing transparency regarding detention of 
imported plants.  Requires USDA, within 180 days of 
enactment, to issue guidance in coordination with FWS 
and U.S. Customs and Border Protection clarifying the 
proce ss for importers to obtain information on why 
their plants were denied entry and detained under the 
Lacey Act Amendments of 1981. Requires USDA to 
provide detained plant importers with specific reasons 
for the detention, the detention date, the expected 
duration of the detention, details of tests or inquiries to 
be conducted (which the importer can replicate), and 
information that could expedite the resolution of the 
detention. (§12409)",
350,"[-0.05820095  0.06376595  0.08249808 ... -0.00539392  0.03226826
 -0.3174926 ]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 136]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   132 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Animal Welfare Act . Authorizes USDA to create 
regulations to enforce t he law and set standards for the 
humane treatment of certain animals.  (7 U.S.C. 
§§2131 et seq.) Enhancement of pet protections. Requires USDA, 
within two years, to submit a report to Congress 
evaluating the enforcement, effectiveness, and efficiency 
of AWA standards for companion animals. The report 
is to include an evaluation of education efforts for 
dealers, enforcement capacity,  and recommendations 
for improvements while considering costs. Amends 
AWA to specify that “adequate veterinary care” 
includes visual dental examinations. Requires USDA to 
create rules for considering immediate confiscation or 
destruction of a dog during in spections if the dog is in 
unrelieved suffering. Defines unrelieved suffering  as 
severe pain or distress caused by noncompliance with 
AWA. (§12410)  
Protecting animals with shelter.  The 2018 farm bill 
authorizes USDA to provide emergency and 
transitional s helter options for domestic violence 
survivors with companion animals . Authorizes 
appropriations of  $3 million annually through FY2024.  
(34 U.S.C. §20127 ; P.L. 118 -22) Reaut horizes appropriations at current levels through 
FY2029.  (§12411)  
No comparable provision.  Report on Texas economic losses. Requires USDA 
to provide Congress within 180 days after enactment, a 
report containing all USDA authorities that could assist 
Texas agricultural producers that have suffered 
economic losses due to Mexico’s failure to deliver 
water in accordance with a 1944  treaty. (§12412)  
Experienced Services Program.  Establishes a 
program for individuals aged 55 or older who do not 
work for USDA or state agriculture departments to",
351,"[-0.066927    0.00355405 -0.42644989 ... -0.32429519 -0.18416941
  0.70066589]","Experienced Services Program.  Establishes a 
program for individuals aged 55 or older who do not 
work for USDA or state agriculture departments to 
provide technical, professional, and administrative 
services to conservation, research, education, and 
economics programs and authorities. Experienced 
services may be used by NRCS, Agricultural Research 
Service, Economic Research Service, National 
Agricultural Library, the National Agricultural Statistics 
Service (NASS) , NIFA, and the Office of the Chief 
Scientist. Organizations enter into ag reements with 
USDA to provide qualified individuals. (16 U.S.C. 
§3851)  Requires USDA to create a separate experienced 
services program  for each USDA mission area, except 
for NRCS and U.S. Forest Service programs and 
authorities, which retain the program re ferenced in 
current law (see §2505 ). The program is funded 
through available mission area funds. (§12413)  
General duties of Secretary; advisory functions; 
research and development. Authorizes USDA to 
collect and distribute information on agriculture, whic h 
can be obtained by the collection of statistics. Provides 
broad authorization for USDA’s NASS to collect data 
on agriculture, including farm labor. (7 U.S.C. §2204)  Agricultural Labor Survey. Requires NASS to 
collect and publish data on the average base rate pay 
for hired agricultural workers through its agricultural 
labor survey (commonly referred to as the “Farm 
Labor Survey”). Requires NASS to ensure survey 
recipients include all agricultural employers, agricultural 
associations employing farm labor, a nd farm labor 
contractors.  Requires a USDA report to Congress on 
the quality of the farm labor survey and the impact of 
farm labor costs on agricultural employers. (§12414)",
