ID,Embedding,Document,Metadata
136,"[-0.42212677 -0.00957375 -0.43094489 ... -0.55624449 -0.03833069
  0.24434465]","54According to HUD officials, environmental planning costs are not disallowed from CDBG funding. However, many states do not allow these costs to be funded using CDBG funds because the environmental planning process may reveal that a project cannot move forward. 55During a site visit in New Mexico, we learned that there had been some delays in USDA ’s processing of applications that would allow colonias that had USDA Water and Environmental Program loans to obtain additional assistance from other parties. However, the agency subsequently took actions to address this issue, such as ensuring local officials had necessary authority to approve these applications and establishing a new formal tracking system for such requests.  Federal Agencies Have Taken Steps to Mitigate Some of These Challenges

[Extract from GAO_PDF_20241020_220257.pdf

Page 46]",
137,"[ 0.01882915  0.17497942 -0.14769422 ... -0.32343605  0.39507791
  0.0877391 ]","Page 41  GAO -24-106732  Colonias Communities  discussed obtaining grant funding from one agency, such as the Economic Development Administration, to prepare studies required by another agency, such as HUD. • Networks to provide local assistance. To improve infrastructure and community development in rural areas, the federal government established the Rural Partners Network in 2022. This network consists of federal staff placed in more than 25 rural communities, including several located in areas with colonias. These staff are to work with local officials to help them navigate and access federal resources across multiple agencies. For example, in southern New Mexico, the Rural Partner s Network identified local needs, such as for improved flood control and water and wastewater services, that affect colonias. The Rural Partners Network has also hosted events in other states where it brought stakeholders together to discuss federal funding opportunities. • Collaboration with states. USDA and HUD have ongoing collaboration activities to help identify key needs and facilitate access to federal assistance for states and stakeholders",
138,"[-0.33962521  0.35708192 -0.19472015 ... -0.5117709   0.25670964
  0.15349078]",". • Collaboration with states. USDA and HUD have ongoing collaboration activities to help identify key needs and facilitate access to federal assistance for states and stakeholders. For example, HUD provides feedback to states on their consolidated plans, which are created every 3 to 5 years, and their annual action plans. These plans are used to identify state priorities for CDBG funds. HUD also meets annually with the border states to learn about the key needs of their colonias, according to HUD officials. HUD has ongoing monitoring activities to determine whether CDBG funds are being used to help address these needs. USDA collaborates with the states through initiatives like the Rural Partners Network and Closing America’ s Wastewater Access Gap, a joint program with the Environmental Protection Agency, to identify states ’ challenges and coordinate federal assistance to address them. 56",
139,"[-0.05274172  0.34496045 -0.66370183 ... -0.34049389 -0.28258109
 -0.02780353]","56The Closing America’ s Wastewater Access Gap program provides no-cost technical assistance to communities with failing septic systems or without existing wastewater infrastructure. As part of this effort, the program conducts a community wastewater assessment, which brings tog ether state, tribal, and local collaborators and technical experts to assess the current status of wastewater infrastructure in participating communities.

[Extract from GAO_PDF_20241020_220257.pdf

Page 47]",
140,"[ 0.37183258  0.9220354   0.11890817 ... -0.1315361  -0.93550378
  0.06521235]","Page 42  GAO -24-106732  Colonias Communities  Population growth in the Southwest has led to a situation where certain communities have or will become ineligible for the CDBG colonias set- aside under the current CDBG definition of a colonia.57 As previously noted, to meet the definition of a colonia and be eligible for the program, a community must be located within an MSA of 1 million people or less. 58 Population growth has resulted in some MSAs with colonias exceeding this population threshold. For example, colonias in Pinal County, Arizona, immediately south of Phoenix, were eligible for the CDBG colonias set -aside in 1990, according to local officials. However, local officials stated that in 2000 the county was included in the Phoenix MSA, whose population exceeds 1 million",
141,"[ 0.1735151   0.74884588 -0.04628982 ... -0.41987523 -0.4344579
 -0.01287036]",". However, local officials stated that in 2000 the county was included in the Phoenix MSA, whose population exceeds 1 million. As a result, Pinal County became ineligible for the CDBG colonias set-aside despite having several communities  that otherwise met the statutory definition of a colonia and were designated as such by the local government, acc ording to local officials . During our site visit, we observed that these communities were in rural areas and shared similar needs and characteristics of communities we visited that still met the CDBG definition of colonia. Some communities in the Tucson, Arizona, MSA will also soon lose eligibility for CDBG colonias set-aside funding. That MSA exceeded 1 million people in the 2020 Census, and HUD officials stated they are currently in the process of decertifying it for futur e awards.59 According to",
142,"[ 0.07212679  0.59400272 -0.15309055 ... -0.06825319 -0.62996644
  0.03935347]","57USDA ’s Single Family Housing programs, which contain a set -aside and colonia priority for such funding, includes a similar MSA requirement in its colonia definition. Accordingly, certain communities will become ineligible for the colonia priority over the next several years given the Southwest ’s population growth. According to USDA, however, this program has been historically undersubscribed, and loans in areas with colonias are frequently funded without the need for set -aside funds or use of the colonia s priority. Therefore, colonias are not at risk of losing Single Family Housing Program funds at this time. If demand were to increase for this program, the MSA requirement could present limitations, as we discuss herein. 58As relevant here, one criterion required to meet the CDBG statutory definition of “colonia” is that the community be in the “United States -Mexico border region",
143,"[-0.26090658  0.3000471   0.0069907  ... -0.47504926 -0.64315307
 -0.04548914]",". 58As relevant here, one criterion required to meet the CDBG statutory definition of “colonia” is that the community be in the “United States -Mexico border region. ” The statute defines the United States -Mexico border region as “the area of the United States within 150 miles of the border between the United States and Mexico, except that the term does not include any standard metropolitan statistical area that has a population  exceeding 1,000,000. ” 42 U.S.C. § 5306 note. 59HUD relies on the states to certify communities as colonias. HUD  is currently developing a process to review the populations of MSAs after each census to determine if the population of an MSA exceeds 1 million. If it does exceed this threshold, HUD will send  a letter to the state stating that CDBG awards to colonias in that MSA will no longer count toward the CDBG colonias set -aside",
144,"[-0.38251898  0.34497133 -0.10221085 ... -0.23392026 -0.27764514
 -0.04719841]",". If it does exceed this threshold, HUD will send  a letter to the state stating that CDBG awards to colonias in that MSA will no longer count toward the CDBG colonias set -aside.   Many Communities Will Soon Become Ineligible for the CDBG Colonias Set-Aside under the Current Statutory Definition of a Colonia",
145,"[-0.1817448  -0.26438358 -0.16752136 ... -0.29012886 -0.19774166
 -0.19360225]","[Extract from GAO_PDF_20241020_220257.pdf

Page 48]",
146,"[-0.4714933   0.22281027 -0.24378988 ... -0.53159231 -0.60628307
 -0.2091604 ]","Page 43  GAO -24-106732  Colonias Communities  HUD officials, the agency explored legal interpretations that would allow the eight communities otherwise meeting the colonia definition to remain eligible. However, HUD officials concluded that the Cranston-Gonzalez National Affordable Housing Act, which established the colonia definition for the CDBG set-aside, does not allow these communities to remain eligible. HUD officials expect that the El Paso and McAllen MSAs, both in Texas, will exceed 1 million in the future. These two MSAs contain some of the highest numbers of colonias. We estimate that a total of 1,222  colonias will become ineligible over the next few years in these two MSAs. This represents nearly 60 percent of all the colonias that HUD has identified. 60 Figure 15 illustrates the border region areas that have lost or will likely lose eligibility for CDBG set-aside funding in the near future",
147,"[-0.48486558  0.30811989 -0.18065245 ... -0.38571015 -0.16423431
  0.18027398]",". This represents nearly 60 percent of all the colonias that HUD has identified. 60 Figure 15 illustrates the border region areas that have lost or will likely lose eligibility for CDBG set-aside funding in the near future. Importantly, these communities will still be eligible to apply for CDBG funds, but will no longer be eligible for the targeted set -aside.",
148,"[ 0.40104276  0.30555379  0.02318668 ...  0.27205002 -0.64332998
 -0.14417675]","60This analysis is based exclusively on the inability of communities to meet the requirement of being in an MSA of 1 million or less. Existing colonias could be decertified for other reasons, such as no longer meeting additional definitional criteria for a colonia.

[Extract from GAO_PDF_20241020_220257.pdf

Page 49]

Page 44 GAO -24-106732  Colonias Communities  Figure 15: Colonias That May Lose Eligibility for Community Development Block Grant (CDBG) Colonias Set -Aside Funding",
149,"[ 0.22051254  0.32184657 -0.34216431 ...  0.00997398 -0.60129631
  0.02816138]","Page 49]

Page 44 GAO -24-106732  Colonias Communities  Figure 15: Colonias That May Lose Eligibility for Community Development Block Grant (CDBG) Colonias Set -Aside Funding

aThe Tucson, Arizona, metropolitan statistical area exceeded 1 million people in the 2020 Census, and the Department of Housing and Urban Development is currently in the process of decertifying it for future CDBG colonias set-aside awards. bThis figure reflects the location of colonias included in Department of Housing and Urban Development and University of New Mexico data as of 2010.

[Extract from GAO_PDF_20241020_220257.pdf

Page 50]",
150,"[ 0.2767784   0.40584415  0.2354179  ... -0.29890218 -0.35297239
 -0.07199635]","Page 45 GAO -24-106732  Colonias Communities  We have previously reported limitations of using MSAs to define rural or urban areas.61 Specifically, we reported that MSAs were not intended to provide the basis for urban and rural classifications, and that MSAs can contain both urban and rural areas. We noted that MSA eligibility requirements had resulted in dissimilar determinations for what appeared to be similar areas. This finding is consistent with our observations that locally designated colonias in Pinal County, Arizona, were similar to those we observed in other areas that remain eligible as colonias for other targeted assistance. Specifically, the Pinal County colonias we observed are located in a rural area surrounded by farmland, and they appeared to have significant needs, such as poor -quality housing, deferred maintenance, and drainage issues (see fig. 16)",
151,"[ 0.42884529  1.11038172  0.43716237 ... -0.04103045 -0.11406567
  0.05693371]",". Specifically, the Pinal County colonias we observed are located in a rural area surrounded by farmland, and they appeared to have significant needs, such as poor -quality housing, deferred maintenance, and drainage issues (see fig. 16). Figure 16: Conditions in and around a Colonia in Pinal County, Arizona, That Is Included in the Phoenix Metropolitan Statistical Area",
152,"[ 0.4458662  -0.01937865 -0.15978169 ... -0.66436327 -0.4967663
 -0.06378869]","61GAO, Rural Housing: Changing the Definition of Rural Could Improve Eligibility Determinations,  GAO-05-110 (Washington, D.C.: Dec. 3, 2004). In this report, we recommended that Congress consider eliminating the MSA criterion for Rural Housing Service housing programs and that Congress recommend that the Rural Housing Service use density -based measures as a basis for its eligibility decisions. This matter for congressional consideration was implemented.

[Extract from GAO_PDF_20241020_220257.pdf

Page 51]",
153,"[-0.10788772  0.18970962  0.38902766 ... -0.38199306 -0.30904746
 -0.13714674]","Page 46  GAO -24-106732  Colonias Communities  We also previously noted that there are alternatives to using MSAs to identify rural and urban areas.62 These include alternative measures such as the Census Bureau’ s urbanized areas and urban clusters definitions. These are density -based measures that provide finer -scale information. These measures do not necessarily follow political boundaries and they define an area as rural by exclusion —that is, the measures view all areas not already identified as urbanized areas or urban clusters as “rural. ” At the time of that 2004 report, we observed that this definition greatly increased the number of people who were defined as residing in a rural area compared with using a determination based on an MSA. HUD officials expressed additional concerns about the CDBG statutory definition of a colonia",
154,"[-0.18385001  0.12840939  0.01595924 ... -0.17078742 -0.44510633
 -0.03019623]",". HUD officials expressed additional concerns about the CDBG statutory definition of a colonia. For example, HUD officials stated the definition was limited because it excludes communities that did not exist prior to 1990 but have other relevant characteristics, such as water, sewer, and housing challenges. HUD officials also noted the definition excludes communities located outside of the border region. This view was shared by one advocacy organization, whose representatives noted that there are many areas of the country facing housing conditions similar to those of colonias. We did not evaluate the effect of statutory provisions other than those related to the MSA in which a colonia is located. When the Cranston-Gonzalez National Affordable Housing Act was enacted in 1990, the statute made many colonias with significant needs eligible for targeted assistance through CDBG set-aside funding",
155,"[-0.01229983  0.41641966 -0.52752429 ... -0.36808985 -0.76822692
  0.09668387]",". When the Cranston-Gonzalez National Affordable Housing Act was enacted in 1990, the statute made many colonias with significant needs eligible for targeted assistance through CDBG set-aside funding. However, the MSA requirement, necessary to meet the CDBG definition of colonia, has not been updated since the set-aside ’s enactment in 1990, and the population in the Southwest has changed significantly since that time. 63 Colonia communities that lose targeted funding will remain eligible for CDBG entitlement funds (funds that are not part of the colonias set- aside), but they will no longer have access to funds that were designated to address their specific needs.64",
156,"[-0.02583268 -0.02971967 -0.32008889 ... -0.35638636 -0.83648074
  0.04536712]","62GAO -05-110. 63As described above, the MSA requirement is contained in the definition of “United States -Mexico Border Region”  in 42 U.S.C. § 5306 note. Thus, changes to the MSA requirement could be addressed through a change to the definition of “colonia, ” the definition of “United States -Mexico Border Region, ” or through other methods. 64The CDBG program provides funding directly to metropolitan cities and urban counties, known as entitlement communities, and to states for distribution to nonentitlement communities. However, these funds are to be used to address needs throughout the munici pality and are not specifically targeted to colonias.

[Extract from GAO_PDF_20241020_220257.pdf

Page 52]",
157,"[ 0.54975832  0.35156846 -0.01927851 ... -0.22531764 -0.82464683
 -0.01927321]","Page 47 GAO -24-106732  Colonias Communities  Given the limitations in using MSAs as a measure of rurality and the increases in population in the Southwest since 1990, the MSA criterion that is part of the CDBG definition of a colonia may no longer be an appropriate measure of the needs of these communities. Without updated legislation, colonias that currently have needs and circumstances similar to what they had in 1990 may not have access to targeted CDBG assistance, which may be inconsistent with Congress ’s original intent. Congress enacted legislation in the early 1990s to address conditions in colonias by providing targeted funding, including CDBG funds. But with shifts in population since that time, many colonias soon will no longer meet the CDBG statutory definition of a colonia, which requires a community to be located in an MSA with a population of 1 million or less",
158,"[ 0.21162687  0.28005669  0.09438211 ... -0.19035897 -0.40383476
  0.07725395]",". But with shifts in population since that time, many colonias soon will no longer meet the CDBG statutory definition of a colonia, which requires a community to be located in an MSA with a population of 1 million or less. Revising this MSA requirement by, for example, adopting some other measure of rurality could help preserve the eligibility of many communities that were originally intended to be served by the set-aside. In addition, USDA has been legislatively tasked with helping colonias, including through targeted funding in its Single Family Housing programs, and the agency has set corresponding goals. However, due to the agency ’s inability to consistently identify which applications are for colonia projects, it does not have reliable information on the program ’s effect on these communities. By implementing procedures to identify and record applications related to properties in colonias, USDA will be better able to ensure its investments align with agency goals and statutory requirements",
159,"[ 0.15223597  0.30595991  0.19889486 ... -0.11610185 -0.38981158
  0.14285272]",". By implementing procedures to identify and record applications related to properties in colonias, USDA will be better able to ensure its investments align with agency goals and statutory requirements. Further, using data to track program usage in colonias would enhance the agency ’s understanding of how effectively these programs serve colonias and inform management to aid decision-making in support of these communities. Given population growth in the Southwest, Congress should consider revising the statutory requirement that, in order to be a colonia eligible for the CDBG set-aside, an identifiable community be located within an MSA with a population of 1 million or less. (Matter for Consideration 1) We are making the following two recommendations to USDA: The Secretary of Agriculture should ensure that the Rural Housing Service Administrator develops and implements procedures for identifying and recording whether applications for Single Family Housing programs are for properties in colonias. (Recommendation 1) Conclusions Matter for Congressional Consideration Recommendations for Executive Action",
160,"[-0.04805613  0.18740533  0.04133612 ... -0.20380262 -0.25175506
 -0.20524421]","[Extract from GAO_PDF_20241020_220257.pdf

Page 53]",
161,"[-0.32701635  0.09628997  0.30398679 ... -0.14042844  0.31295019
 -0.27570677]","Page 48 GAO -24-106732  Colonias Communities  The Secretary of Agriculture should ensure that the Rural Housing Service Administrator uses data to track the extent to which Single Family Housing programs serve colonias and to inform its management of the programs. (Recommendation 2) We provided a draft of this report to HUD and USDA for review and comment. Both agencies  provided us with technical comments , which we incorporated as  appropriate. USDA said it generally agreed with our findings and recommendations. We are sending copies of this report to the appropriate congressional committees, the Acting Secretary of Housing and Urban Development, the Secretary of Agriculture, and other interested parties. In addition, the report is available at no charge on the GAO website at https://www.gao.gov . If you or your staff have any questions about this report, please contact Jill Naamane at (202) 512-8678 or naamanej@gao.gov",
162,"[-0.24437603  0.04095768 -0.59772092 ... -0.30195296  0.12486327
  0.22025727]",". If you or your staff have any questions about this report, please contact Jill Naamane at (202) 512-8678 or naamanej@gao.gov . Contact points for our Offices of Congressional Relations and Public Affairs may be found on the last page of this report. GAO staff who made key contributions to this report are listed in appendix IV.",
163,"[-0.526775    0.06240413  0.15184627 ... -0.36608392  0.34645972
  0.41841787]","Jill Naamane Director, Financial Markets and Community Investment Agency Comments

[Extract from GAO_PDF_20241020_220257.pdf

Page 54]

Appendix I: Objectives, Scope, and Methodology",
164,"[-0.10094285  0.10376883  0.12443916 ...  0.08621002 -0.03823894
 -0.16266185]","Page 49 GAO -24-106732  Colonias Communities  This report (1) describes conditions in colonias, (2) examines federal assistance available to colonias, and (3) examines challenges that may affect colonias in obtaining and using federal assistance and federal efforts to mitigate those challenges. To address all objectives, we visited 24 colonias in Arizona, California, New Mexico, and Texas to observe conditions and projects funded by federal programs. We identified these colonias by reviewing lists of projects funded by the Department of Housing and Urban Development (HUD) and the U.S. Department of Agriculture (USDA) during fiscal years 2020– 2023 to identify local governments and other entities that had recently obtained funding for colonias",
165,"[ 0.16111769  0.37236151  0.02757534 ... -0.05948302 -0.12802018
 -0.12121426]",". Department of Agriculture (USDA) during fiscal years 2020– 2023 to identify local governments and other entities that had recently obtained funding for colonias. We then judgmentally selected 24 colonias that (1) reflected a mix of incorporated and unincorporated areas, (2) reflected a mix of types and amounts of federal funding, (3) had been identified in our interviews with state officials and other stakeholders, and (4) had received recent federal funding. During site visits, we conducted interviews with local government officials, grant recipients, local advocacy organizations (if available), and USDA field staff to discuss conditions in colonias, federal assistance to these communities, and challenges to receiving federal assistance. We also made physical observations of completed and ongoing federal projects, and we observed conditions in the wider community. Information we obtained from these site visits is not generalizable to all colonias",
166,"[ 0.45676926  0.45112857  0.2034287  ... -0.5221464  -0.30664015
 -0.20322502]",". In addition to site visits, we also interviewed the following to learn about conditions in colonias, federal assistance to these communities, and challenges to receiving federal assistance: • federal agencies, including HUD, USDA, the Environmental Protection Agency (EPA), and the Federal Housing Finance Agency; • state offices, including the Arizona Department of Housing, California Department of Housing and Community Development, New Mexico Department of Finance and Administration, and the Texas Department of Agriculture; • local government officials, including officials from Arizona in Pinal County, Nogales, Yuma, and Bisbee; from California in Imperial County; from New Mexico in the Southwest New Mexico Council of Governments and Grant and Luna Counties; and from Texas in Cameron, Hidalgo, and El Paso Counties; and • representatives from national and local nonprofit organizations such as the Council of State Community Development Agencies, the Housing Assistance Council, and the Rural Community Assistance Appendix I: Objectives, Scope, and Methodology",
167,"[-0.08781555 -0.17014396  0.34904405 ... -0.03536737  0.47127229
  0.25782731]","[Extract from GAO_PDF_20241020_220257.pdf

Page 55]

Appendix I: Objectives, Scope, and Methodology",
168,"[ 0.00891371  0.55858105  0.24926424 ... -0.4737983  -0.31842911
  0.09235583]","Page 50  GAO -24-106732  Colonias Communities  Partnership, and representatives from Proyecto Azteca who work in colonias. For our first objective, we performed a geographic analysis of local and national -level data sets. Specifically, to identify the geographic location of colonias, we analyzed HUD geospatial data as of 2010, which were the most recent available data.1 Similar geospatial data were not available for colonias eligible for assistance through USDA programs. The dataset from HUD included XY coordinates of these colonias but did not include the specific boundaries of these communities . We verified these data through interviews with HUD officials and corroboration of locations with data from the University of New Mexico. Due to these limitations, we used these data to identify the census tracts in which colonias were located, and we used these census tracts as our geographic unit of analysis (i.e., areas with colonias) (see fig. 17).",
169,"[ 0.20018756  0.57292831  0.34713438 ... -0.15144677 -0.0655158
 -0.28714997]","1HUD officials told us they collected these data from the relevant state agencies in Arizona, California, New Mexico, and Texas in 2009 and 2010. Officials said this dataset would not reflect any communities that were designated as colonias in these states after 2010.

[Extract from GAO_PDF_20241020_220257.pdf

Page 56]

Appendix I: Objectives, Scope, and Methodology

Page 51 GAO -24-106732  Colonias Communities  Figure 17: Groups of Census Tracts Used as Units of Analysis",
170,"[ 0.02462576  0.44109029  0.31518757 ... -0.03442326 -0.45529902
 -0.27956206]","Page 56]

Appendix I: Objectives, Scope, and Methodology

Page 51 GAO -24-106732  Colonias Communities  Figure 17: Groups of Census Tracts Used as Units of Analysis

aAreas with colonias are census tracts that contain one or more colonias included in Department of Housing and Urban Development or University of New Mexico data as of 2010. bOther border regions are census tracts within 150 miles of the U.S.-Mexico border in each state that do not contain one or more colonias, as identified in Department of Housing and Urban Development or University of New Mexico data as of 2010. cThis figure reflects the location of colonias included in Department of Housing and Urban Development or University of New Mexico data as of 2010.",
171,"[ 0.37078628  0.84282655 -0.13746829 ... -0.28641826 -0.67509902
 -0.11134304]","To describe economic and housing conditions in areas with colonias, we analyzed data from the Census Bureau’ s American Community Survey 2017– 2021 5-year estimates. We also analyzed these data for the other border regions in each state and the state overall to provide context for our analysis.2 Because the American Community Survey is an ongoing survey based on a probability sample, we accounted for sampling error associated with these survey estimates by using the standard errors provided with these estimates. When deriving new estimates based on American Community Survey estimates —such as by combining census -tract-level estimates or obtaining percentages or ratios of estimates —we obtained the standard

2Other border regions included census tracts in each state that were within 150 miles of the U.S. -Mexico border, were not located within a metropolitan statistical area whose population exceeded 1 million, and did not contain any colonias.

[Extract from GAO_PDF_20241020_220257.pdf",
172,"[-0.11075954 -0.13192199  0.36007148 ... -0.03522302  0.47688103
  0.30012882]","[Extract from GAO_PDF_20241020_220257.pdf

Page 57]

Appendix I: Objectives, Scope, and Methodology",
173,"[-0.19499438  1.01942444  0.68836617 ...  0.05507699 -0.31085879
 -0.24368167]","Page 52  GAO -24-106732  Colonias Communities  errors in one of two ways. We used American Community Survey variance replicate tables  when they were available, and otherwise we used American Community Survey approximation methodology. To determine whether estimates differed, we conducted statistical tests at the 95 percent confidence level based on each estimate’ s standard error. To analyze exposure to natural hazards in areas with colonias, we selected four of the seven natural hazards identified in a prior GAO report as being likely to be exacerbated by climate change in the United States.3 The four hazards are heat, wildfires, flooding, and storm surges from hurricanes.4 For our selected hazards, we used national -level data from federal agencies that we determined to be the most appropriate.5 Data sources for each of the hazards we analyzed are as follows: • Heat",
174,"[-0.19116449  0.8861118   0.19861962 ... -0.51087773 -0.22015049
  0.14074503]",". To analyze exposure to heat, we used data from the fourth National Climate Assessment on the projected annual exposure to maximum temperatures in the midcentury (i.e., 2036– 2065).6",
175,"[-0.21137455  0.64376795  0.28531805 ...  0.22839025 -0.27633727
  0.08480279]","3GAO, Nuclear Power Plants: NRC Should Take Actions to Fully Consider the Potential Effects of Climate Change, GAO -24-106326  (Washington, D.C.: Apr. 2, 2023). To identify and select national -level datasets in this report, we used information from the fourth National Climate Assessment. The fifth National Climate Assessment was released on Nov. 14, 2023, after we had obtained and analyzed the hazard datasets. We reviewed relevant sections from the fifth National Climate Assessment and did not identify major differences in the predicted or projected trends for the selected natural hazards. U.S. Global Change Research Program, Fifth National Climate Assessment  (Washington, D.C.: 2023), and Fourth National Climate Assessment  (Washington, D.C.: 2018 ). 4The three natural hazards we excluded from our analysis were cold, sea level rise, and drought",
176,"[-0.20354131  1.01433396  0.43451196 ...  0.00427483 -0.05859198
 -0.29890934]",". 4The three natural hazards we excluded from our analysis were cold, sea level rise, and drought. We did not analyze data on (1) cold because the National Climate Assessment stated that the areas with colonias either already had or will see a reduction in ex treme cold events, so we chose to focus our analysis on heat; (2) sea level rise because a relatively small percentage of the areas with colonias are coastal; and (3) drought because we were unable to identify national -level geospatial data that were both relevant to areas with colonias and sufficiently reliable for our purposes. 5To identify the best available federal -level hazard data, we relied on a prior GAO report. 6Specifically, we analyzed the projected change in the annual number of days with a maximum temperature greater than 90 degrees Fahrenheit. These projections are based on both low - and high-emission scenarios that incorporate different assumptions about future reductions in greenhouse gas emissions.",
177,"[-0.08761457 -0.12473793  0.34286782 ... -0.04799298  0.48882049
  0.30958748]","[Extract from GAO_PDF_20241020_220257.pdf

Page 58]

Appendix I: Objectives, Scope, and Methodology",
178,"[ 0.11940809  0.87479472  0.45503893 ...  0.31225255 -0.49048582
 -0.40946263]","Page 53  GAO -24-106732  Colonias Communities  • Wildfire. To analyze exposure to wildfire hazard, we used 2023 Wildfire Hazard Potential data from the U.S. Forest Service.7 For reporting purposes, we grouped wildfire hazard potential into two categories: medium and high/very high.8 • Flooding. To analyze exposure to flood hazard, we used 2023 data from the Federal Emergency Management Agency ’s National Flood Hazard Layer. For reporting purposes, a census tract is at high risk if it intersects with a 100-year flood plain and medium risk if it intersects with a 500-year flood plain. We did not assess flood risk in some tracts because we found that they did not intersect with any flood hazard data, which meant we could not assess their flood risk",
179,"[-0.42930609  1.02026701  0.3908315  ...  0.34089831 -0.53454781
 -0.34787646]",". We did not assess flood risk in some tracts because we found that they did not intersect with any flood hazard data, which meant we could not assess their flood risk. These tracts included five in New Mexico ( because 90 percent of these tracts did not have flood plain data) and all tracts in Texas (because over 50 percent of tracts in Texas did not intersect with any flood hazard areas). • Hurricane storm surge. To analyze exposure to hurricane storm surge, we used 2022 data from the National Oceanic and Atmospheric Administration’ s Sea, Lake, and Overland Surges from Hurricanes model. For reporting purposes, we grouped hurricane risk into two categories: at risk and not at risk. We assessed the reliability of the fourth National Climate Assessment climate projections data we used to analyze heat exposure by (1) interviewing National Oceanographic and Atmospheric Administration officials knowledgeable about the data and (2) reviewing existing information about the data and the system that produced them",
180,"[-0.2398169   0.91361481  0.70953447 ...  0.22790459  0.30209348
 -0.08809772]",". We determined the data to be reliable for our purposes. To assess the reliability of the Federal Emergency Management Agency ’s National Flood Hazard Layer, the National Oceanographic and Atmospheric Administration’ s data on Sea, Lake, and Overland Surges from Hurricanes, and the U.S. Forest Service’ s Wildfire Hazard Potential data, we reviewed a prior GAO data reliability assessment for a report using the same data. 9 We determined the data to be reliable for the purpose of describing the risk of heat, wildfire, flooding, and hurricane",
181,"[ 0.3063207   1.09131396  0.2969664  ...  0.23747365  0.40049583
 -0.22747831]","7The primary intended use of the data on wildfire potential is to identify priority areas where wildfire may be difficult to contain. The data do not explicitly show wildfire threat or risk. 8“High” and “very high” wildfire hazard potentials correspond to areas at the 85 percentile or greater of wildfire hazard potential. 9GAO -24-106326.

[Extract from GAO_PDF_20241020_220257.pdf

Page 59]

Appendix I: Objectives, Scope, and Methodology",
182,"[-0.36255535  0.40860528  0.52695423 ...  0.07758886 -0.12267941
  0.1167537 ]","Page 54  GAO -24-106732  Colonias Communities  storm surge to areas with colonias. Then, through interviews and email correspondence with officials from the National Oceanographic and Atmospheric Administration, the Federal Emergency Management Agency, and the U.S. Forest Service, we ensured that these data remained appropriate and reliable, considering any subsequent updates or changes made to the data. To describe the conditions of water and wastewater infrastructure in colonias, we reviewed academic literature and government reports. To identify existing literature and reports, we conducted searches of various databases, such as ProQuest, EBSCO, Scopus, and Dialog, for studies describing access to water and wastewater infrastructure in colonias published in the previous 10 years. A GAO methodologist reviewed methodologies of selected studies to assess the overall quality of the studies ’ findings",
183,"[ 0.32113481  0.7045877  -0.07278847 ... -0.03853706 -0.30767599
  0.3823511 ]",". A GAO methodologist reviewed methodologies of selected studies to assess the overall quality of the studies ’ findings. For our second objective, we reviewed relevant literature, laws and regulations, and agency materials to identify federal programs that provided assistance to communities with colonias. We reviewed materials from 14 agencies, including EPA, the Federal Housing Finance Agency, and the Department of the Treasury. We then established and applied criteria to determine which programs provided targeted assistance to colonias. Our criteria required that programs had to set aside a portion of funding for projects i n colonias or prioritize funding to projects in colonias. 10 The programs had to be active in all four border states between fiscal years 2020 and 2023. For each targeted program, we then analyzed legislation, agency regulations, and agency documentation on how funds can be used and program eligibility requirements",
184,"[ 0.13115059  0.50282967 -0.00452779 ... -0.38751963  0.22515677
  0.2559866 ]",". 10 The programs had to be active in all four border states between fiscal years 2020 and 2023. For each targeted program, we then analyzed legislation, agency regulations, and agency documentation on how funds can be used and program eligibility requirements . In appendix III, we describe federal programs with special features that may benefit colonias ; these programs met some but not all of our criteria for  targeted funding. From HUD and USDA, we obtained data on annual obligations to colonias from fiscal years 2020 through 2023 for each of the five targeted programs we identified. We assessed the reliability of the data by reviewing relevant documentation, interviewing knowledgeable agency officials, and performing manual data testing. We determined the data from HUD ’s Community Development Block Grant program and USDA ’s",
185,"[ 0.4574112   0.15535846 -0.01486173 ...  0.0482622   0.1590607
 -0.01305665]","10Funding may be prioritized to colonias by requiring the agency to review and process applications for projects to colonias before other applications or by adding additional points for application scoring to projects from colonias.

[Extract from GAO_PDF_20241020_220257.pdf

Page 60]

Appendix I: Objectives, Scope, and Methodology",
186,"[ 0.03415835  0.42446783  0.21517597 ... -0.34590858  0.36660647
 -0.07390881]","Page 55  GAO -24-106732  Colonias Communities  Water and Environmental programs were sufficiently reliable for the purpose of describing obligations for targeted programs. In response to our follow -up questions, USDA officials determined that the initial Single Family Housing program obligation data they provided to us from their origination system were unreliable, as discussed in this report. Subsequently, USDA estimated obligations to colonias by comparing digital maps of areas with colonias to the addresses of loan and grant recipients. We determined the estimated Single Family Housing program data were sufficiently reliable for the purpose of describing obligations to col onias. In addition, due to data reliability concerns, we assessed USDA Single Family Housing processes to identify and track data against statutory and agency requirements, such as USDA ’s Strategic Plan for Fiscal Years 2022– 2026. 11 In addition, we also obtained data from HUD, USDA, and EPA on Congressionally Directed Funding and Community Project Funding to colonias (described in app",
